The induced signal.
Time [ns],Total Prompt [fC],Total Delayed [fC], Total Charge [fC]
0,7.889150887877254269e-06,0,7.889150887877254269e-06
0.02000000000000000042,3.641170348456187783e-05,0,3.641170348456187783e-05
0.04000000000000000083,0.0001494356482445054733,0,0.0001494356482445054733
0.05999999999999999778,0.0006787460055099452929,0,0.0006787460055099452929
0.08000000000000000167,0.003134302850458349846,0,0.003134302850458349846
0.1000000000000000056,0.01439464834522177425,0,0.01439464834522177425
0.1199999999999999956,0.06228976236364593827,0,0.06228976236364593827
0.1400000000000000133,0.2629506238198716095,0,0.2629506238198716095
0.1600000000000000033,1.103940356844227644,0,1.103940356844227644
0.1799999999999999933,4.632254655013125166,0,4.632254655013125166
0.2000000000000000111,17.79422815680815262,0,17.79422815680815262
0.2200000000000000011,35.75421422109591418,0,35.75421422109591418
0.2399999999999999911,53.71420028538384628,0,53.71420028538384628
0.2600000000000000089,71.67418634967177127,0,71.67418634967177127
0.2800000000000000266,89.63417241395973178,0,89.63417241395973178
0.2999999999999999889,107.5941584782477207,0,107.5941584782477207
0.3200000000000000067,125.5541445425356955,0,125.5541445425356955
0.3400000000000000244,143.5141306068236986,0,143.5141306068236986
0.3599999999999999867,161.4741166711116591,0,161.4741166711116591
0.3800000000000000044,179.4341027353996196,0,179.4341027353996196
0.4000000000000000222,197.3940887996875233,0,197.3940887996875233
0.4199999999999999845,215.3540748639754554,0,215.3540748639754554
0.4400000000000000022,233.3140609282634159,0,233.3140609282634159
0.46000000000000002,251.274046992551348,0,251.274046992551348
0.4799999999999999822,269.2340330568392801,0,269.2340330568392801
0.5,287.194019121126928,0,287.194019121126928
0.5200000000000000178,305.1540051854146327,0,305.1540051854146327
0.5400000000000000355,323.1139912497022806,0,323.1139912497022806
0.5600000000000000533,341.0739773139898716,0,341.0739773139898716
0.57999999999999996,359.0339633782775195,0,359.0339633782775195
0.5999999999999999778,376.9921178656166489,0,376.9921178656166489
0.6199999999999999956,394.8179767263209783,0,394.8179767263209783
0.6400000000000000133,411.8655717227553055,0,411.8655717227553055
0.6600000000000000311,423.8102951510030039,0,423.8102951510030039
0.6800000000000000488,427.0378415592539341,0,427.0378415592539341
0.7000000000000000666,427.2300049829145223,0,427.2300049829145223
0.7199999999999999734,427.2329852350371766,0,427.2329852350371766
0.7399999999999999911,427.2329852350371766,0,427.2329852350371766
0.7600000000000000089,427.2329852350371766,0,427.2329852350371766
0.7800000000000000266,427.2329852350371766,0,427.2329852350371766
