#EleNb	X	Y	Z	Solution	Assigned	Total
844	-0.135	0.000125	0.045	0.0001626179696638711	0	0.0001626179696638711
845	-0.135	0.000125	0.015	0.0001626179777377116	0	0.0001626179777377116
846	-0.135	0.000125	-0.015	0.0001626179777377672	0	0.0001626179777377672
847	-0.135	0.000125	-0.045	0.0001626179696639161	0	0.0001626179696639161
848	-0.135	0.000125	-0.075	0.0001626179411935283	0	0.0001626179411935283
849	-0.135	0.000125	-0.105	0.0001626178247395952	0	0.0001626178247395952
850	-0.135	0.000125	-0.135	0.0001626088821801323	0	0.0001626088821801323
851	-0.105	0.000125	0.135	0.0001626178247395682	0	0.0001626178247395682
852	-0.105	0.000125	0.105	0.0001626275451973767	0	0.0001626275451973767
853	-0.105	0.000125	0.075	0.0001626276820852154	0	0.0001626276820852154
854	-0.105	0.000125	0.045	0.0001626277103021165	0	0.0001626277103021165
855	-0.105	0.000125	0.015	0.0001626277172926561	0	0.0001626277172926561
856	-0.105	0.000125	-0.015	0.0001626277172926735	0	0.0001626277172926735
857	-0.105	0.000125	-0.045	0.0001626277103021282	0	0.0001626277103021282
858	-0.105	0.000125	-0.075	0.0001626276820852124	0	0.0001626276820852124
859	-0.105	0.000125	-0.105	0.0001626275451973757	0	0.0001626275451973757
860	-0.105	0.000125	-0.135	0.0001626178247395337	0	0.0001626178247395337
861	-0.075	0.000125	0.135	0.0001626179411935042	0	0.0001626179411935042
862	-0.075	0.000125	0.105	0.000162627682085222	0	0.000162627682085222
863	-0.075	0.000125	0.075	0.0001626278304959586	0	0.0001626278304959586
864	-0.075	0.000125	0.045	0.000162627861941117	0	0.000162627861941117
865	-0.075	0.000125	0.015	0.0001626278698330956	0	0.0001626278698330956
866	-0.075	0.000125	-0.015	0.0001626278698331064	0	0.0001626278698331064
867	-0.075	0.000125	-0.045	0.0001626278619411351	0	0.0001626278619411351
868	-0.075	0.000125	-0.075	0.0001626278304959636	0	0.0001626278304959636
869	-0.075	0.000125	-0.105	0.0001626276820852036	0	0.0001626276820852036
870	-0.075	0.000125	-0.135	0.0001626179411934439	0	0.0001626179411934439
871	-0.045	0.000125	0.135	0.0001626179696638941	0	0.0001626179696638941
872	-0.045	0.000125	0.105	0.0001626277103021342	0	0.0001626277103021342
873	-0.045	0.000125	0.075	0.0001626278619411504	0	0.0001626278619411504
874	-0.045	0.000125	0.045	0.0001626278947547571	0	0.0001626278947547571
875	-0.045	0.000125	0.015	0.0001626279031254436	0	0.0001626279031254436
876	-0.045	0.000125	-0.015	0.0001626279031254402	0	0.0001626279031254402
877	-0.045	0.000125	-0.045	0.0001626278947547369	0	0.0001626278947547369
878	-0.045	0.000125	-0.075	0.0001626278619411394	0	0.0001626278619411394
879	-0.045	0.000125	-0.105	0.0001626277103021094	0	0.0001626277103021094
880	-0.045	0.000125	-0.135	0.000162617969663854	0	0.000162617969663854
881	-0.015	0.000125	0.135	0.0001626179777377492	0	0.0001626179777377492
882	-0.015	0.000125	0.105	0.0001626277172926832	0	0.0001626277172926832
883	-0.015	0.000125	0.075	0.0001626278698331312	0	0.0001626278698331312
884	-0.015	0.000125	0.045	0.0001626279031254315	0	0.0001626279031254315
885	-0.015	0.000125	0.015	0.0001626279116889077	0	0.0001626279116889077
886	-0.015	0.000125	-0.015	0.0001626279116889061	0	0.0001626279116889061
887	-0.015	0.000125	-0.045	0.0001626279031254389	0	0.0001626279031254389
888	-0.015	0.000125	-0.075	0.0001626278698331197	0	0.0001626278698331197
889	-0.015	0.000125	-0.105	0.0001626277172926945	0	0.0001626277172926945
890	-0.015	0.000125	-0.135	0.0001626179777377069	0	0.0001626179777377069
891	0.015	0.000125	0.135	0.000162617977737699	0	0.000162617977737699
892	0.015	0.000125	0.105	0.0001626277172926699	0	0.0001626277172926699
893	0.015	0.000125	0.075	0.0001626278698331096	0	0.0001626278698331096
894	0.015	0.000125	0.045	0.0001626279031254493	0	0.0001626279031254493
895	0.015	0.000125	0.015	0.0001626279116889111	0	0.0001626279116889111
896	0.015	0.000125	-0.015	0.000162627911688907	0	0.000162627911688907
897	0.015	0.000125	-0.045	0.0001626279031254742	0	0.0001626279031254742
898	0.015	0.000125	-0.075	0.0001626278698331287	0	0.0001626278698331287
899	0.015	0.000125	-0.105	0.0001626277172926737	0	0.0001626277172926737
900	0.015	0.000125	-0.135	0.0001626179777377461	0	0.0001626179777377461
901	0.045	0.000125	0.135	0.0001626179696638682	0	0.0001626179696638682
902	0.045	0.000125	0.105	0.0001626277103021375	0	0.0001626277103021375
903	0.045	0.000125	0.075	0.0001626278619411134	0	0.0001626278619411134
904	0.045	0.000125	0.045	0.0001626278947547423	0	0.0001626278947547423
905	0.045	0.000125	0.015	0.0001626279031254582	0	0.0001626279031254582
906	0.045	0.000125	-0.015	0.0001626279031254426	0	0.0001626279031254426
907	0.045	0.000125	-0.045	0.0001626278947547365	0	0.0001626278947547365
908	0.045	0.000125	-0.075	0.0001626278619411403	0	0.0001626278619411403
909	0.045	0.000125	-0.105	0.0001626277103021413	0	0.0001626277103021413
910	0.045	0.000125	-0.135	0.0001626179696638936	0	0.0001626179696638936
911	0.075	0.000125	0.135	0.0001626179411934827	0	0.0001626179411934827
912	0.075	0.000125	0.105	0.0001626276820852158	0	0.0001626276820852158
913	0.075	0.000125	0.075	0.0001626278304959601	0	0.0001626278304959601
914	0.075	0.000125	0.045	0.0001626278619411306	0	0.0001626278619411306
915	0.075	0.000125	0.015	0.0001626278698331335	0	0.0001626278698331335
916	0.075	0.000125	-0.015	0.0001626278698331203	0	0.0001626278698331203
917	0.075	0.000125	-0.045	0.0001626278619411108	0	0.0001626278619411108
918	0.075	0.000125	-0.075	0.0001626278304959618	0	0.0001626278304959618
919	0.075	0.000125	-0.105	0.0001626276820852123	0	0.0001626276820852123
920	0.075	0.000125	-0.135	0.0001626179411935418	0	0.0001626179411935418
921	0.105	0.000125	0.135	0.0001626178247396212	0	0.0001626178247396212
922	0.105	0.000125	0.105	0.0001626275451974052	0	0.0001626275451974052
923	0.105	0.000125	0.075	0.0001626276820852374	0	0.0001626276820852374
924	0.105	0.000125	0.045	0.0001626277103021536	0	0.0001626277103021536
925	0.105	0.000125	0.015	0.0001626277172927018	0	0.0001626277172927018
926	0.105	0.000125	-0.015	0.0001626277172926993	0	0.0001626277172926993
927	0.105	0.000125	-0.045	0.0001626277103021365	0	0.0001626277103021365
928	0.105	0.000125	-0.075	0.0001626276820852384	0	0.0001626276820852384
929	0.105	0.000125	-0.105	0.0001626275451974181	0	0.0001626275451974181
930	0.105	0.000125	-0.135	0.0001626178247396399	0	0.0001626178247396399
931	0.135	0.000125	0.135	0.0001626088821800473	0	0.0001626088821800473
932	0.135	0.000125	0.105	0.0001626178247395591	0	0.0001626178247395591
