#EleNb	X	Y	Z	Solution	Assigned	Total
1	-0.15	0.00152	-0.135	7.810489164154764e-06	0	7.810489164154764e-06
2	-0.15	0.00152	-0.105	7.682442988309289e-06	0	7.682442988309289e-06
3	-0.15	0.00152	-0.075	7.663036031485232e-06	0	7.663036031485232e-06
4	-0.15	0.00152	-0.045	7.656023176486174e-06	0	7.656023176486174e-06
5	-0.15	0.00152	-0.015	7.653416426437291e-06	0	7.653416426437291e-06
6	-0.15	0.00152	0.015	7.653416426471804e-06	0	7.653416426471804e-06
7	-0.15	0.00152	0.045	7.656023176370112e-06	0	7.656023176370112e-06
8	-0.15	0.00152	0.075	7.663036031212716e-06	0	7.663036031212716e-06
9	-0.15	0.00152	0.105	7.682442988091989e-06	0	7.682442988091989e-06
10	-0.15	0.00152	0.135	7.810489163668272e-06	0	7.810489163668272e-06
11	-0.15	-0.00152	-0.135	-7.810489163664828e-06	0	-7.810489163664828e-06
12	-0.15	-0.00152	-0.105	-7.682442988092616e-06	0	-7.682442988092616e-06
13	-0.15	-0.00152	-0.075	-7.663036031214888e-06	0	-7.663036031214888e-06
14	-0.15	-0.00152	-0.045	-7.656023176403052e-06	0	-7.656023176403052e-06
15	-0.15	-0.00152	-0.015	-7.653416426482494e-06	0	-7.653416426482494e-06
16	-0.15	-0.00152	0.015	-7.653416426435519e-06	0	-7.653416426435519e-06
17	-0.15	-0.00152	0.045	-7.656023176453379e-06	0	-7.656023176453379e-06
18	-0.15	-0.00152	0.075	-7.663036031480802e-06	0	-7.663036031480802e-06
19	-0.15	-0.00152	0.105	-7.682442988519333e-06	0	-7.682442988519333e-06
20	-0.15	-0.00152	0.135	-7.810489164152465e-06	0	-7.810489164152465e-06
21	-0.15	0.001335	-0.135	0.0003913874350003571	0	0.0003913874350003571
22	-0.15	0.001335	-0.105	0.0003903566425688646	0	0.0003903566425688646
23	-0.15	0.001335	-0.075	0.0003898630552291917	0	0.0003898630552291917
24	-0.15	0.001335	-0.045	0.0003896472854102993	0	0.0003896472854102993
25	-0.15	0.001335	-0.015	0.0003895607988862994	0	0.0003895607988862994
26	-0.15	0.001335	0.015	0.0003895607996535705	0	0.0003895607996535705
27	-0.15	0.001335	0.045	0.0003896472879847662	0	0.0003896472879847662
28	-0.15	0.001335	0.075	0.000389863055469249	0	0.000389863055469249
29	-0.15	0.001335	0.105	0.0003903566446792073	0	0.0003903566446792073
30	-0.15	0.001335	0.135	0.0003913874339709191	0	0.0003913874339709191
31	-0.15	-0.001335	-0.135	-0.0003913874350128815	0	-0.0003913874350128815
32	-0.15	-0.001335	-0.105	-0.0003903566425601427	0	-0.0003903566425601427
33	-0.15	-0.001335	-0.075	-0.0003898630552356642	0	-0.0003898630552356642
34	-0.15	-0.001335	-0.045	-0.0003896472854122938	0	-0.0003896472854122938
35	-0.15	-0.001335	-0.015	-0.0003895607988861683	0	-0.0003895607988861683
36	-0.15	-0.001335	0.015	-0.0003895607996536371	0	-0.0003895607996536371
37	-0.15	-0.001335	0.045	-0.0003896472879822601	0	-0.0003896472879822601
38	-0.15	-0.001335	0.075	-0.0003898630554610548	0	-0.0003898630554610548
39	-0.15	-0.001335	0.105	-0.0003903566446778677	0	-0.0003903566446778677
40	-0.15	-0.001335	0.135	-0.000391387433960211	0	-0.000391387433960211
41	-0.15	0.000725	-0.135	1.256987873728093e-05	0	1.256987873728093e-05
42	-0.15	0.000725	-0.105	1.250070539175247e-05	0	1.250070539175247e-05
43	-0.15	0.000725	-0.075	1.248999741990212e-05	0	1.248999741990212e-05
44	-0.15	0.000725	-0.045	1.248611361484045e-05	0	1.248611361484045e-05
45	-0.15	0.000725	-0.015	1.248466750913017e-05	0	1.248466750913017e-05
46	-0.15	0.000725	0.015	1.248466750911348e-05	0	1.248466750911348e-05
47	-0.15	0.000725	0.045	1.248611361475229e-05	0	1.248611361475229e-05
48	-0.15	0.000725	0.075	1.24899974197681e-05	0	1.24899974197681e-05
49	-0.15	0.000725	0.105	1.250070539185422e-05	0	1.250070539185422e-05
50	-0.15	0.000725	0.135	1.256987873707085e-05	0	1.256987873707085e-05
51	-0.15	-0.000725	-0.135	-1.256987873707092e-05	0	-1.256987873707092e-05
52	-0.15	-0.000725	-0.105	-1.250070539206722e-05	0	-1.250070539206722e-05
53	-0.15	-0.000725	-0.075	-1.248999741978831e-05	0	-1.248999741978831e-05
54	-0.15	-0.000725	-0.045	-1.248611361478293e-05	0	-1.248611361478293e-05
55	-0.15	-0.000725	-0.015	-1.248466750912047e-05	0	-1.248466750912047e-05
56	-0.15	-0.000725	0.015	-1.248466750911462e-05	0	-1.248466750911462e-05
57	-0.15	-0.000725	0.045	-1.248611361481827e-05	0	-1.248611361481827e-05
58	-0.15	-0.000725	0.075	-1.24899974198892e-05	0	-1.24899974198892e-05
59	-0.15	-0.000725	0.105	-1.250070539173789e-05	0	-1.250070539173789e-05
60	-0.15	-0.000725	0.135	-1.256987873728105e-05	0	-1.256987873728105e-05
61	0.15	0.00152	0.135	7.81048916367833e-06	0	7.81048916367833e-06
62	0.15	0.00152	0.105	7.682442988109652e-06	0	7.682442988109652e-06
63	0.15	0.00152	0.075	7.663036031225149e-06	0	7.663036031225149e-06
64	0.15	0.00152	0.045	7.656023176406142e-06	0	7.656023176406142e-06
65	0.15	0.00152	0.015	7.653416426481994e-06	0	7.653416426481994e-06
66	0.15	0.00152	-0.015	7.653416426426603e-06	0	7.653416426426603e-06
67	0.15	0.00152	-0.045	7.656023176455644e-06	0	7.656023176455644e-06
68	0.15	0.00152	-0.075	7.663036031490433e-06	0	7.663036031490433e-06
69	0.15	0.00152	-0.105	7.682442988526478e-06	0	7.682442988526478e-06
70	0.15	0.00152	-0.135	7.810489164166561e-06	0	7.810489164166561e-06
71	0.15	-0.00152	0.135	-7.810489164160371e-06	0	-7.810489164160371e-06
72	0.15	-0.00152	0.105	-7.682442988317724e-06	0	-7.682442988317724e-06
73	0.15	-0.00152	0.075	-7.663036031493643e-06	0	-7.663036031493643e-06
74	0.15	-0.00152	0.045	-7.656023176491551e-06	0	-7.656023176491551e-06
75	0.15	-0.00152	0.015	-7.653416426443268e-06	0	-7.653416426443268e-06
76	0.15	-0.00152	-0.015	-7.653416426476319e-06	0	-7.653416426476319e-06
77	0.15	-0.00152	-0.045	-7.656023176371242e-06	0	-7.656023176371242e-06
78	0.15	-0.00152	-0.075	-7.663036031220026e-06	0	-7.663036031220026e-06
79	0.15	-0.00152	-0.105	-7.682442988091622e-06	0	-7.682442988091622e-06
80	0.15	-0.00152	-0.135	-7.810489163677283e-06	0	-7.810489163677283e-06
81	0.15	0.001335	0.135	0.0003913874350122037	0	0.0003913874350122037
82	0.15	0.001335	0.105	0.0003903566425598414	0	0.0003903566425598414
83	0.15	0.001335	0.075	0.0003898630552346499	0	0.0003898630552346499
84	0.15	0.001335	0.045	0.0003896472854130717	0	0.0003896472854130717
85	0.15	0.001335	0.015	0.0003895607988853703	0	0.0003895607988853703
86	0.15	0.001335	-0.015	0.0003895607996534193	0	0.0003895607996534193
87	0.15	0.001335	-0.045	0.0003896472879812177	0	0.0003896472879812177
88	0.15	0.001335	-0.075	0.0003898630554614794	0	0.0003898630554614794
89	0.15	0.001335	-0.105	0.0003903566446775418	0	0.0003903566446775418
90	0.15	0.001335	-0.135	0.0003913874339598512	0	0.0003913874339598512
91	0.15	-0.001335	0.135	-0.0003913874350009507	0	-0.0003913874350009507
92	0.15	-0.001335	0.105	-0.0003903566425684373	0	-0.0003903566425684373
93	0.15	-0.001335	0.075	-0.0003898630552294344	0	-0.0003898630552294344
94	0.15	-0.001335	0.045	-0.0003896472854108071	0	-0.0003896472854108071
95	0.15	-0.001335	0.015	-0.0003895607988852333	0	-0.0003895607988852333
96	0.15	-0.001335	-0.015	-0.0003895607996527847	0	-0.0003895607996527847
97	0.15	-0.001335	-0.045	-0.0003896472879840137	0	-0.0003896472879840137
98	0.15	-0.001335	-0.075	-0.0003898630554669297	0	-0.0003898630554669297
99	0.15	-0.001335	-0.105	-0.0003903566446784226	0	-0.0003903566446784226
100	0.15	-0.001335	-0.135	-0.0003913874339716062	0	-0.0003913874339716062
101	0.15	0.000725	0.135	1.256987873705728e-05	0	1.256987873705728e-05
102	0.15	0.000725	0.105	1.250070539206296e-05	0	1.250070539206296e-05
103	0.15	0.000725	0.075	1.248999741978551e-05	0	1.248999741978551e-05
104	0.15	0.000725	0.045	1.248611361477956e-05	0	1.248611361477956e-05
105	0.15	0.000725	0.015	1.248466750912121e-05	0	1.248466750912121e-05
106	0.15	0.000725	-0.015	1.248466750911679e-05	0	1.248466750911679e-05
107	0.15	0.000725	-0.045	1.248611361481357e-05	0	1.248611361481357e-05
108	0.15	0.000725	-0.075	1.248999741988328e-05	0	1.248999741988328e-05
109	0.15	0.000725	-0.105	1.250070539173217e-05	0	1.250070539173217e-05
110	0.15	0.000725	-0.135	1.25698787372718e-05	0	1.25698787372718e-05
111	0.15	-0.000725	0.135	-1.256987873727462e-05	0	-1.256987873727462e-05
112	0.15	-0.000725	0.105	-1.250070539174048e-05	0	-1.250070539174048e-05
113	0.15	-0.000725	0.075	-1.248999741989985e-05	0	-1.248999741989985e-05
114	0.15	-0.000725	0.045	-1.248611361483739e-05	0	-1.248611361483739e-05
115	0.15	-0.000725	0.015	-1.248466750912665e-05	0	-1.248466750912665e-05
116	0.15	-0.000725	-0.015	-1.248466750910881e-05	0	-1.248466750910881e-05
117	0.15	-0.000725	-0.045	-1.248611361475395e-05	0	-1.248611361475395e-05
118	0.15	-0.000725	-0.075	-1.24899974197771e-05	0	-1.24899974197771e-05
119	0.15	-0.000725	-0.105	-1.250070539185787e-05	0	-1.250070539185787e-05
120	0.15	-0.000725	-0.135	-1.256987873705921e-05	0	-1.256987873705921e-05
121	-0.135	0.001695	0.135	6.650520816867517e-07	0	6.650520816867517e-07
122	-0.135	0.001695	0.105	4.651647444861646e-07	0	4.651647444861646e-07
123	-0.135	0.001695	0.075	4.359372133492833e-07	0	4.359372133492833e-07
124	-0.135	0.001695	0.045	4.25474048779001e-07	0	4.25474048779001e-07
125	-0.135	0.001695	0.015	4.216014278274772e-07	0	4.216014278274772e-07
126	-0.135	0.001695	-0.015	4.216014278465999e-07	0	4.216014278465999e-07
127	-0.135	0.001695	-0.045	4.25474048826098e-07	0	4.25474048826098e-07
128	-0.135	0.001695	-0.075	4.359372133662131e-07	0	4.359372133662131e-07
129	-0.135	0.001695	-0.105	4.651647445255676e-07	0	4.651647445255676e-07
130	-0.135	0.001695	-0.135	6.650520816816818e-07	0	6.650520816816818e-07
131	-0.105	0.001695	0.135	4.65164744524901e-07	0	4.65164744524901e-07
132	-0.105	0.001695	0.105	2.271828186432729e-07	0	2.271828186432729e-07
133	-0.105	0.001695	0.075	1.901989354201343e-07	0	1.901989354201343e-07
134	-0.105	0.001695	0.045	1.772848243339114e-07	0	1.772848243339114e-07
135	-0.105	0.001695	0.015	1.725936195551017e-07	0	1.725936195551017e-07
136	-0.105	0.001695	-0.015	1.725936195564615e-07	0	1.725936195564615e-07
137	-0.105	0.001695	-0.045	1.772848243333074e-07	0	1.772848243333074e-07
138	-0.105	0.001695	-0.075	1.901989354212065e-07	0	1.901989354212065e-07
139	-0.105	0.001695	-0.105	2.271828186432589e-07	0	2.271828186432589e-07
140	-0.105	0.001695	-0.135	4.651647444854033e-07	0	4.651647444854033e-07
141	-0.075	0.001695	0.135	4.359372133676007e-07	0	4.359372133676007e-07
142	-0.075	0.001695	0.105	1.901989354204555e-07	0	1.901989354204555e-07
143	-0.075	0.001695	0.075	1.494627576066371e-07	0	1.494627576066371e-07
144	-0.075	0.001695	0.045	1.349249823591708e-07	0	1.349249823591708e-07
145	-0.075	0.001695	0.015	1.296178938582665e-07	0	1.296178938582665e-07
146	-0.075	0.001695	-0.015	1.296178938548478e-07	0	1.296178938548478e-07
147	-0.075	0.001695	-0.045	1.349249823600966e-07	0	1.349249823600966e-07
148	-0.075	0.001695	-0.075	1.494627576054375e-07	0	1.494627576054375e-07
149	-0.075	0.001695	-0.105	1.90198935418651e-07	0	1.90198935418651e-07
150	-0.075	0.001695	-0.135	4.359372133479028e-07	0	4.359372133479028e-07
151	-0.045	0.001695	0.135	4.254740488298026e-07	0	4.254740488298026e-07
152	-0.045	0.001695	0.105	1.772848243367072e-07	0	1.772848243367072e-07
153	-0.045	0.001695	0.075	1.349249823588818e-07	0	1.349249823588818e-07
154	-0.045	0.001695	0.045	1.195181355393633e-07	0	1.195181355393633e-07
155	-0.045	0.001695	0.015	1.138436968019698e-07	0	1.138436968019698e-07
156	-0.045	0.001695	-0.015	1.138436967999847e-07	0	1.138436967999847e-07
157	-0.045	0.001695	-0.045	1.195181355400752e-07	0	1.195181355400752e-07
158	-0.045	0.001695	-0.075	1.349249823599091e-07	0	1.349249823599091e-07
159	-0.045	0.001695	-0.105	1.772848243317831e-07	0	1.772848243317831e-07
160	-0.045	0.001695	-0.135	4.254740487810504e-07	0	4.254740487810504e-07
161	-0.015	0.001695	0.135	4.216014278458227e-07	0	4.216014278458227e-07
162	-0.015	0.001695	0.105	1.725936195562638e-07	0	1.725936195562638e-07
163	-0.015	0.001695	0.075	1.296178938569725e-07	0	1.296178938569725e-07
164	-0.015	0.001695	0.045	1.138436968008269e-07	0	1.138436968008269e-07
