#Row	GivenPot	Error
1	0	1.36869e-07
2	0	6.49788e-08
3	0	1.28209e-07
4	0	1.88002e-08
5	0	1.02747e-07
6	0	9.4813e-08
7	0	2.56459e-08
8	0	1.30302e-07
9	0	1.08834e-07
10	0	1.2078e-07
11	0	2.80565e-08
12	0	7.99037e-09
13	0	1.3943e-07
14	0	8.58445e-08
15	0	2.65608e-07
16	0	1.47061e-07
17	0	2.45836e-08
18	0	6.55527e-08
19	0	2.46725e-07
20	0	1.80425e-07
21	2500	1.90175e-09
22	2500	1.41745e-09
23	2500	9.85438e-10
24	2500	1.10413e-09
25	2500	1.30194e-09
26	2500	1.62891e-09
27	2500	1.11413e-10
28	2500	1.80853e-09
29	2500	3.7835e-10
30	2500	2.43108e-09
31	-2500	1.08184e-09
32	-2500	1.73759e-09
33	-2500	7.67159e-10
34	-2500	3.41743e-09
35	-2500	8.50378e-11
36	-2500	6.67114e-10
37	-2500	1.29603e-09
38	-2500	8.16271e-10
39	-2500	1.85719e-09
40	-2500	9.4542e-10
41	0	6.99747e-08
42	0	1.12259e-07
43	0	1.41617e-08
44	0	2.27436e-07
45	0	1.23351e-07
46	0	2.73785e-08
47	0	3.48782e-08
48	0	1.04669e-07
49	0	5.16193e-08
50	0	2.16405e-08
51	0	1.31436e-08
52	0	2.54736e-08
53	0	6.59866e-08
54	0	2.55541e-07
55	0	1.12402e-07
56	0	9.50677e-08
57	0	4.50555e-08
58	0	1.99934e-08
59	0	5.86188e-08
60	0	3.19442e-08
61	0	1.87661e-07
62	0	1.15426e-07
63	0	1.04679e-07
64	0	3.21401e-07
65	0	5.47616e-08
66	0	2.35627e-07
67	0	4.73051e-09
68	0	8.97899e-09
69	0	6.74258e-08
70	0	4.72681e-09
71	0	7.59028e-08
72	0	1.8609e-07
73	0	1.46611e-08
74	0	5.9099e-08
75	0	1.55821e-07
76	0	7.20893e-08
77	0	2.57931e-07
78	0	3.0537e-07
79	0	1.57553e-07
80	0	1.23078e-07
81	2500	1.29103e-09
82	2500	1.17461e-09
83	2500	2.1605e-09
84	2500	2.457e-09
85	2500	1.77579e-09
86	2500	2.38742e-10
87	2500	1.51203e-09
88	2500	1.11368e-09
89	2500	1.92358e-09
90	2500	2.97996e-09
91	-2500	9.70886e-10
92	-2500	1.74168e-10
93	-2500	1.72213e-09
94	-2500	7.97172e-10
95	-2500	2.32421e-09
96	-2500	8.14453e-10
97	-2500	2.01908e-10
98	-2500	2.45745e-09
99	-2500	1.14096e-09
100	-2500	1.69894e-09
101	0	4.09782e-08
102	0	2.04076e-07
103	0	2.32249e-08
104	0	1.28621e-07
105	0	2.36049e-07
106	0	5.88898e-09
107	0	1.32932e-07
108	0	2.5748e-08
109	0	7.85349e-09
110	0	1.59791e-07
111	0	1.07102e-07
112	0	3.73402e-07
113	0	4.6879e-08
114	0	1.16814e-07
115	0	1.27507e-07
116	0	1.44395e-07
117	0	1.75225e-07
118	0	2.31566e-07
119	0	9.36211e-09
120	0	1.03066e-07
121	0	3.84051e-08
122	0	4.12481e-08
123	0	9.06915e-08
124	0	7.60963e-08
125	0	5.42311e-08
126	0	1.06084e-07
127	0	4.43794e-07
128	0	5.57326e-08
129	0	2.34996e-08
130	0	7.2123e-08
131	0	3.50133e-08
132	0	6.24078e-08
133	0	5.57732e-09
134	0	1.46829e-07
135	0	3.17788e-08
136	0	5.06317e-08
137	0	2.6437e-08
138	0	5.65546e-08
139	0	1.15808e-07
140	0	1.57822e-07
141	0	6.68187e-08
142	0	5.65586e-08
143	0	8.86953e-08
144	0	8.35644e-08
145	0	2.41984e-08
146	0	2.24329e-07
147	0	1.06112e-09
148	0	1.5909e-07
149	0	8.30256e-08
150	0	3.15391e-09
151	0	6.12681e-08
152	0	2.83443e-07
153	0	7.08283e-08
154	0	2.08332e-08
155	0	4.0161e-09
156	0	4.38355e-08
157	0	4.94759e-08
158	0	1.04303e-07
159	0	1.04936e-08
160	0	9.87834e-08
161	0	1.07021e-07
162	0	1.75204e-08
163	0	4.30705e-08
164	0	1.98424e-07
165	0	1.45074e-08
166	0	1.11062e-07
167	0	6.73566e-10
168	0	3.96123e-08
169	0	5.11347e-08
170	0	4.64312e-08
171	0	7.9817e-08
172	0	5.12339e-08
173	0	1.28029e-07
174	0	1.07332e-07
175	0	6.31626e-08
176	0	1.77637e-07
177	0	2.37334e-07
178	0	8.81218e-08
179	0	7.60538e-09
180	0	3.66384e-08
181	0	2.07327e-07
182	0	1.69737e-07
183	0	9.46122e-08
184	0	4.80037e-08
185	0	1.81096e-07
186	0	1.96419e-07
187	0	6.72358e-08
188	0	1.10887e-07
189	0	2.33348e-07
190	0	4.30884e-08
191	0	1.0707e-07
192	0	1.75996e-08
193	0	5.50808e-08
194	0	8.27966e-08
195	0	8.29007e-08
196	0	8.55094e-08
197	0	1.1697e-07
198	0	7.44262e-08
199	0	4.67349e-08
200	0	1.13094e-08
201	0	1.71181e-07
202	0	1.37436e-07
203	0	4.81077e-08
204	0	1.85457e-07
205	0	2.74035e-07
206	0	5.39164e-08
207	0	1.52383e-07
208	0	7.98206e-08
209	0	2.00367e-07
210	0	4.77558e-08
211	0	2.65427e-08
212	0	2.65456e-07
213	0	6.18693e-08
214	0	1.70174e-07
215	0	8.89434e-08
216	0	1.13856e-07
217	0	8.17645e-08
218	0	1.11495e-07
219	0	5.88864e-08
220	0	1.07988e-07
221	0	2.53358e-08
222	0	5.48425e-09
223	0	5.5836e-07
224	0	2.15224e-07
225	0	3.63343e-08
226	0	3.324e-07
227	0	2.77465e-07
228	0	1.31811e-07
229	0	4.40928e-08
230	0	9.60576e-08
231	0	1.53897e-07
232	0	4.1657e-07
233	0	1.54975e-07
234	0	3.4752e-07
235	0	2.10764e-07
236	0	3.15287e-07
237	0	1.70076e-07
238	0	2.96614e-07
239	0	2.12972e-08
240	0	1.64528e-07
241	2500	1.10322e-09
242	2500	7.86258e-10
243	2500	3.45653e-09
244	2500	5.34874e-09
245	2500	1.20326e-09
246	2500	2.56796e-09
247	2500	6.35737e-10
248	2500	4.99767e-10
249	2500	5.10681e-10
