#Row	GivenPot	Error
1	0	2.54058e-10
2	0	3.628e-10
3	0	5.60046e-10
4	0	1.17975e-10
5	0	2.31889e-10
6	0	2.28031e-10
7	0	4.86214e-10
8	0	3.61442e-10
9	0	7.31323e-10
10	0	4.56769e-10
11	0	4.29488e-11
12	0	1.93577e-10
13	0	1.71642e-10
14	0	1.35653e-10
15	0	6.8983e-11
16	0	3.4132e-10
17	0	4.74788e-10
18	0	5.9018e-10
19	0	1.17016e-10
20	0	5.42375e-10
21	0	2.85218e-09
22	0	4.21345e-07
23	0	9.1246e-08
24	0	3.37084e-07
25	0	4.13493e-08
26	0	5.28325e-08
27	0	2.81147e-07
28	0	1.21392e-07
29	0	4.24297e-08
30	0	1.86144e-07
31	0	2.03226e-07
32	0	9.52004e-08
33	0	1.00654e-07
34	0	3.46683e-07
35	0	1.23395e-07
36	0	2.0924e-07
37	0	2.7235e-07
38	0	1.47787e-07
39	0	1.26944e-07
40	0	1.42823e-07
41	5500	4.502e-10
42	5500	4.10182e-10
43	5500	4.10182e-10
44	5500	2.80124e-10
45	5500	1.35515e-10
46	5500	4.36557e-10
47	5500	6.49379e-10
48	5500	3.85626e-10
49	5500	5.33873e-10
50	5500	3.89264e-10
51	-5500	6.73026e-11
52	-5500	2.32831e-10
53	-5500	3.11047e-10
54	-5500	1.63709e-10
55	-5500	1.34605e-10
56	-5500	4.74756e-10
57	-5500	2.50111e-10
58	-5500	4.83851e-10
59	-5500	2.35559e-10
60	-5500	4.23825e-10
61	0	1.14278e-08
62	0	4.36012e-08
63	0	2.94785e-08
64	0	6.13491e-08
65	0	4.28008e-09
66	0	7.14645e-08
67	0	1.05825e-07
68	0	4.21096e-08
69	0	9.68648e-08
70	0	8.18436e-08
71	0	2.89219e-09
72	0	1.23325e-07
73	0	2.73758e-09
74	0	2.55313e-08
75	0	2.46528e-08
76	0	2.78305e-10
77	0	1.47058e-07
78	0	7.60156e-08
79	0	5.17757e-08
80	0	8.89268e-08
81	0	1.33748e-07
82	0	1.96557e-07
83	0	8.92851e-08
84	0	1.22549e-07
85	0	1.24372e-07
86	0	6.10526e-08
87	0	1.5837e-07
88	0	1.13012e-07
89	0	1.40222e-07
90	0	3.74603e-08
91	0	2.44747e-07
92	0	3.29789e-07
93	0	1.21758e-07
94	0	1.12161e-07
95	0	2.051e-07
96	0	1.56666e-07
97	0	2.96604e-07
98	0	1.31306e-07
99	0	9.92077e-09
100	0	2.35523e-07
101	0	1.9355e-07
102	0	8.8311e-08
103	0	4.4698e-08
104	0	9.08858e-08
105	0	1.45496e-07
106	0	2.8809e-07
107	0	1.44209e-08
108	0	4.36321e-08
109	0	2.84803e-07
110	0	1.31691e-07
111	0	6.26733e-09
112	0	6.33818e-08
113	0	7.94589e-08
114	0	9.95169e-09
115	0	8.54525e-08
116	0	1.58667e-07
117	0	4.20696e-08
118	0	1.68699e-07
119	0	2.42231e-07
120	0	8.10978e-08
121	0	1.17889e-08
122	0	7.82256e-08
123	0	6.15655e-08
124	0	3.84389e-08
125	0	4.60568e-08
126	0	7.98809e-08
127	0	1.61835e-08
128	0	6.78083e-08
129	0	1.38843e-07
130	0	6.62112e-08
131	0	2.16414e-08
132	0	8.79372e-08
133	0	4.35648e-09
134	0	1.16579e-07
135	0	8.8221e-09
136	0	6.08688e-08
137	0	6.90579e-08
138	0	7.11843e-08
139	0	1.03064e-07
140	0	1.74878e-08
141	0	5.37884e-10
142	0	5.99275e-10
143	0	1.24064e-10
144	0	2.11767e-10
145	0	1.34914e-10
146	0	9.48468e-11
147	0	2.24841e-10
148	0	3.52056e-10
149	0	6.05134e-11
150	0	2.25928e-10
151	0	8.1619e-10
152	0	3.24608e-10
153	0	5.19695e-10
154	0	9.92273e-12
155	0	9.28502e-11
156	0	1.31731e-10
157	0	5.67493e-10
158	0	1.05697e-10
159	0	6.37463e-11
160	0	2.21721e-10
161	0	8.3819e-08
162	0	3.46918e-08
163	0	1.54294e-07
164	0	1.55997e-08
165	0	1.93893e-07
166	0	1.5016e-07
167	0	5.26534e-08
168	0	1.24831e-07
169	0	8.03902e-09
170	0	1.77062e-07
171	0	1.55764e-07
172	0	1.91329e-07
173	0	5.45697e-08
174	0	2.47335e-07
175	0	3.04917e-08
176	0	3.67313e-07
177	0	1.09354e-07
178	0	2.80979e-08
179	0	1.06979e-09
180	0	1.7193e-07
181	5500	3.91083e-10
182	5500	5.74801e-10
183	5500	1.16415e-10
184	5500	3.63798e-10
185	5500	1.36424e-11
186	5500	4.54747e-11
187	5500	9.64064e-11
188	5500	2.26464e-10
189	5500	5.09317e-11
190	5500	2.61934e-10
191	-5500	9.9044e-10
192	-5500	3.65617e-10
193	-5500	3.38332e-10
194	-5500	3.32875e-10
195	-5500	2.13731e-10
196	-5500	1.13687e-10
197	-5500	5.95719e-10
198	-5500	5.18412e-11
199	-5500	3.63798e-12
200	-5500	2.60115e-10
201	0	6.51926e-09
202	0	2.8871e-08
203	0	8.30041e-08
204	0	3.65071e-08
205	0	6.85213e-09
206	0	3.82897e-09
207	0	2.36237e-08
208	0	6.30512e-08
209	0	1.1531e-08
210	0	1.08751e-08
211	0	4.51691e-08
212	0	1.11642e-07
213	0	8.64529e-08
214	0	6.8394e-09
215	0	1.56069e-09
216	0	8.52888e-08
217	0	3.58787e-08
218	0	2.45095e-08
219	0	4.96764e-08
220	0	5.23323e-08
221	0	1.19209e-07
222	0	5.8033e-08
223	0	2.58879e-08
224	0	1.39607e-07
225	0	4.20514e-08
226	0	4.38522e-08
227	0	1.05658e-07
